#          k           1          b1       b1*b1
  0.00766643     1609.78     7209.46     14530.5
   0.0160832      1919.3     8598.41     17343.7
   0.0257545     1601.71     7179.95     14504.4
   0.0356934     1184.51      5313.1       10750
    0.045512      923.64     4145.09     8397.97
   0.0552959      791.99     3556.72     7218.16
   0.0652349      696.79      3132.1     6370.32
   0.0751562     587.248      2641.4     5380.31
   0.0852165     472.178     2123.41     4323.44
   0.0952608     384.766     1728.97     3514.34
    0.105196     333.507     1498.42     3044.85
    0.115136     302.833     1361.96     2773.96
    0.125083     274.734     1237.05     2526.29
    0.135091     241.801     1088.83     2223.71
    0.145084         209      939.89     1913.56
    0.155103     182.878       821.2     1666.16
    0.165131     164.744     739.683     1500.41
    0.175113     151.391     680.587     1384.71
    0.185114     139.065     625.975     1277.44
    0.195094     126.411     569.013      1161.1
    0.205064     114.369     514.204     1046.19
    0.215101     104.006     467.035     947.359
    0.225118     95.5834     429.114     869.981
    0.235075     88.5427     397.808     808.071
    0.245071     82.1329     369.329      751.86
    0.255076     76.1015     342.271     697.058
    0.265072     70.5306     317.038     644.708
    0.275063     65.5419     294.409     597.601
    0.285057     61.1257     274.503     556.843
    0.295074     57.1491     256.721     521.127
    0.305081     53.5248     240.519     488.751
    0.315064     50.1943     225.583     458.588
    0.325061     47.1322     211.793     430.365
    0.335065     44.3347     199.172     404.424
    0.345049     41.7777     187.658     380.888
    0.355053     39.4166     177.059     359.417
    0.365063     37.2287     167.251     339.629
    0.375053     35.2041     158.169     321.268
    0.385034     33.3296     149.752     304.189
    0.395032     31.5865     141.919     288.263
     0.40504     29.9586     134.614      273.44
    0.415047     28.4334     127.776     259.617
    0.425058     26.9978     121.345      246.65
    0.435043     25.6477     115.299      234.47
    0.445037     24.3716     109.584     222.952
    0.455044     23.1638     104.173     212.032
    0.465038     22.0212     99.0514     201.684
    0.475048     20.9368     94.1844     191.823
    0.485041      19.895     89.5642      182.45
    0.495024     18.9303     85.1722     173.517
